parameter,internal_name,address,size,unit,scale,description
Coolant_Tmptr_Status,,0x01196314,2,UNITLESS,FFFF,Coolant Temperature Status
Coolant_Torque_Adjustment,,0x01175C08,2,FT*LB,0.5,Friction torque adjustment due to coolant temperature
Cooler_Fouling_Delta_Pressure_Thd,,0x018C5700,2,IN_HG,0.0159064138007,Cooler fouling delta pressure threshold to enable monitor
Cooler_Fouling_Valve_Position_Thd,,0x018C5702,2,%,0.0078125,Cooler fouling valve position threshold to enable monitor
Cooling_Engine_Warmed_Up_Temp_Threshold,,0x018A8B08,2,DEG_F,0.015625,coolant temperature threshold to consider the engine warmed up
Cooling_Max_Startup_Delta_Temperature,,0x018A8B04,2,DEG_F,0.015625,max allowable temp difference among various temp sensors
Cooling_Maximum_Battery_Temp_Decrease,,0x018A8B06,2,DEG_F,0.015625,maximum decrease allowed in battery temperature
Core_Phase_Designation,SSCRPH,0x01001904,4,HEX,1,[SSCRPH] CORE SOFTWARE VERSION
Crank_4D_Timing,CK4DTA,0x01105E04,2,CRANK_DEG_BTDC,0.1171875,[CK4DTA] 4D TIMING OUTPUT BY CRANK
Crank_Accumulated_Period,,0x01819B16,4,UNITLESS,1,Period measured between speed interrupts
Crank_Adjusted_Initial_Fuel,CKAJIIFL,0x01105E06,2,MM3S,0.06793478400,[CKAJIIFL] CRANK ADJUSTED INITIAL FUEL
Crank_Adjusted_Initial_RPM,CKAJIIES,0x01105E08,2,RPM,0.125,[CKAJIIES] CRANK ADJUSTED INITIAL RPM
Crank_Advance,CKTA,0x01105E02,2,CRANK_DEG_BTDC,0.1171875,[CKTA] Final timing advance under cranking conditions
Crank_Based_Next_Cyl_X_Axis,,0x01819700,2,UNITLESS,1,Crank tooth number input axis for Crank_Based_Next_Cyl_Y_Axis
Crank_Based_Next_Cyl_Y_Axis,,0x01819800,2,UNITLESS,1,Next cylinder to fuel on given current crank location.
Crank_Coolant_Exit_Fuel,,0x01105E0C,2,MM3S,0.06793478400,CRANK EXIT FUEL BASED ON COOLANT TEMPERATURE
Crank_Exit_Advance,CKEXTA,0x01105E1E,2,CRANK_DEG_BTDC,0.1171875,[CKEXTA] CRANK EXIT ADVANCE
Crank_Exit_Fuel_Adjustment,CKEXFLAJ,0x01105E10,2,MM3S,0.06793478400,[CKEXFLAJ] CRANK EXIT FUEL ADJUSTMENT
Crank_Exit_Fuel_Ambient_Pressure_Axis,,0x018A4B00,2,IN_HG,0.01590625,Crank exit fuel table y axis - ambeint pressure
Crank_Exit_Fuel_Coolant_Axis,,0x018A4C00,2,DEG_F,0.015625,Crank exit fuel table x axis - Coolant temperature
Crank_Exit_Fuel_Override,,0x01105F00,2,MM3S,0.06793478400,"CRANK EXIT FUEL OVERRIDE, IF = 0, NO OVERRIDE"
Crank_Exit_Fuel_Ramp_Max,CKFLOFMX,0x01105F02,2,MM3S,0.06793478400,[CKFLOFMX] CRANK EXIT FUEL RAMP RATE MAXIMUM
Crank_Exit_Fuel_Ramp_RPM,CKFLRMES,0x01105F0C,2,RPM,0.125,[CKFLRMES] CRANK EXIT FUEL RAMP RPM
Crank_Exit_Fuel_Ramp_Rate,CKEXFLRT,0x01105F04,2,MM3S/SEC,0.33967392000,[CKEXFLRT] CRANK EXIT FUEL RAMP RATE
Crank_Exit_Fuel_Table,,0x018A4A00,2,MM3S,0.06793478400,Crank exit fuel table z axis - estimated ambient air pressure
Crank_Exit_RPM,CKCNEXES,0x01105F0E,2,RPM,0.125,[CKCNEXES] Engine speed at which the algorithm stops commanding fuel
Crank_Exit_Speed,CKEXES,0x01105E12,2,RPM,0.125,[CKEXES] Exit RPM for crank routine
Crank_Exit_Speed_Switch,CKEXESSW,0x01125438,2,UNITLESS,1,[CKEXESSW] CRANK EXIT SPEED SWITCH 1 = Use Calibration/0=Use LSG Rference
Crank_Exit_Time,CKCNEXTM,0x01105F10,2,SEC,0.02,[CKCNEXTM] CRANK EXIT TIME
Crank_Exit_Timer,CKEXTM,0x01105E00,2,SEC,0.02,[CKEXTM] CRANK EXIT TIMER
Crank_Exited_Initial_Fueling_Offset,CKEXFLOF,0x01105F28,2,MM3S,0.06793478400,[CKEXFLOF] CRANK EXITED INITIAL FUELING OFFSET
Crank_Exited_Initial_RPM_Offset,CKEXESOF,0x01105F20,2,RPM,0.125,[CKEXESOF] CRANK EXITED INITIAL RPM OFFSET
Crank_Exited_Reentry_Speed_Offset,CKREESOF,0x01105F1E,2,RPM,0.125,[CKREESOF] CRANK REENTRY SPEED OFFSET
Crank_Fuel,CKFL,0x01105E14,2,MM3S,0.06793478400,[CKFL] FINAL FUEL OUTPUTED BY CRANK
Crank_Have_Sync_Time,,0x01819B76,4,MSEC,0.0004,First speed isr time to Crank State = HAVE Time
Crank_Hi_Manifold_Temp,CKHTIMTP,0x01105F06,2,DEG_F,0.015625,[CKHTIMTP] CRANK HIGH INTAKE MANIFOLD TEMPERATURE
Crank_Hi_Manifold_Temp_RPM,CKHTIMES,0x01105F18,2,RPM,0.125,[CKHTIMES] CRANK HIGH INTAKE MANIFOLD TEMPERATURE RPM
Crank_Hi_Manifold_Temp_Timing,CKHTIMTA,0x01105F14,2,CRANK_DEG_BTDC,0.1171875,[CKHTIMTA] CRANK HIGH INTAKE MANIFOLD TEMPERATURE TIMING
Crank_Initial_Advance,CKIITA,0x01105E0E,2,CRANK_DEG_BTDC,0.1171875,[CKIITA] CRANK INITIAL ADVANCE
Crank_Initial_Advance_Break_Speed,CKIITAES,0x01105E1A,2,RPM,0.125,[CKIITAES] CRANK INITIAL ADVACE BREAK SPEED
Crank_Initial_Default_Fuel,,0x018A4400,2,MM3S,0.06793478400,CRANK INITIAL DEFAULT FUEL - USED IF BOOST OR COOLANT SENSOR ERROR
Crank_Initial_Default_RPM,,0x018A4402,2,RPM,0.125,CRANK INITIAL DEFAULT RPM - USED IF BOOST OR COOLANT SENSOR ERROR
Crank_Initial_Fuel,CKIIFL,0x01105E16,2,MM3S,0.06793478400,[CKIIFL] CRANK INITIAL FUEL
Crank_Initial_Fuel_Adjustment,CKINFRAJ,0x01105E18,2,MM3S,0.06793478400,[CKINFRAJ] Fueling val. to be added to Crank Initial Fuel val.
Crank_Initial_Fuel_Ambient_Pressure_Axis,,0x018A4800,2,IN_HG,0.01590625,Crank initial fuel table y axis - ambient pressure
Crank_Initial_Fuel_Break_Speed,CKIIFLES,0x01105E1C,2,RPM,0.125,[CKIIFLES] CRANK INITIAL FUEL BREAK SPEED
Crank_Initial_Fuel_Coolant_Axis,,0x018A4900,2,DEG_F,0.015625,Crank initial fuel table x axis - Coolant temperature
Crank_Initial_Fuel_Max,,0x018A4404,2,MM3S,0.06793478400,CRANK INITIAL FUEL MAX
Crank_Initial_Fuel_Override,,0x01105F24,2,MM3S,0.06793478400,"CRANK INITIAL FUEL OVERRIDE, IF = 0, NO OVERRIDE"
Crank_Initial_Fuel_Table,,0x018A4700,2,MM3S,0.06793478400,Crank initial fuel table z axis - crank initial fuel
Crank_Initial_RPM_Adjustment,CKINRPAJ,0x01105E22,2,RPM,0.125,[CKINRPAJ] Eng. spd. val. to be added to Crk init fuel brk spd.
Crank_Initial_Reentry_Speed,CKIIREES,0x01105F1C,2,RPM,0.125,[CKIIREES] CRANK INITIAL REENTRY SPEED
Crank_Initial_Speed_Coolant_Axis,,0x018A4600,2,DEG_F,0.015625,Crank initial speed table x axis - Coolant temperature
Crank_Initial_Speed_Max,,0x018A4406,2,RPM,0.125,CRANK INITIAL SPEED MAX
Crank_Initial_Speed_Override,,0x01105F26,2,RPM,0.125,"CRANK INITIAL SPEED OVERRIDE, IF = 0, NO OVERRIDE"
Crank_Initial_Speed_Table,,0x018A4500,2,RPM,0.125,Crank initial speed table y axis - crank initial speed based on coolant temp
Crank_Jumpstart_Fueling_Ramp_Rate,CKJSFLRT,0x01105F22,2,MM3S/SEC,0.33967391200,[CKJSFLRT] CRANK JUMPSTART TVO RAMP RATE
Crank_Jumpstart_RPM_Ramp_Rate,CKJSESRT,0x01105F0A,2,RPM/SEC,0.625,[CKJSESRT] CRANK JUMPSTART RPM RAMP RATE
Crank_Jumpstart_Temperature_Threshold,,0x01105F12,2,DEG_F,0.015625,Jumpstart ramp disabled below this temperature
Crank_Jumpstart_Time,CKCNJSTM,0x01105F2A,2,SEC,0.02,[CKCNJSTM] CRANK JUMPSTART TIME
Crank_Jumpstart_Timer,CKJSTM,0x01105E24,2,SEC,0.02,[CKJSTM] timer used to dictate a jumpstart condition
Crank_Lo_Manifold_Temp,CKCDIMTP,0x01105F08,2,DEG_F,0.015625,[CKCDIMTP] CRANK LOW INTAKE MANIFOLD TEMPERATURE
Crank_Lo_Manifold_Temp_RPM,CKCDIMES,0x01105F1A,2,RPM,0.125,[CKCDIMES] CRANK LOW INTAKE MANIFOLD TEMPERATURE RPM
Crank_Lo_Manifold_Temp_Timing,CKCDIMTA,0x01105F16,2,CRANK_DEG_BTDC,0.1171875,[CKCDIMTA] CRANK LOW INTAKE MANIFOLD TEMPERATURE TVC
Crank_Out_Of_Phase_Threshold,,0x01819408,2,UNITLESS,1,Number of out-of-phase cam pulse detections before switching crank bank
Crank_Prelim_Time,,0x01819B6E,4,MSEC,0.0004,First speed isr time to Crank State = Prelim Time
Crank_Reentry_Speed,CKREES,0x01105E26,2,RPM,0.125,[CKREES] re-entry RPM for crank routine
Crank_Resync_Count,,0x01819B68,2,UNITLESS,1,Global number of times crank has had to Re-Sync
Crank_Resync_Time,,0x01819B64,4,MSEC,0.0004,First speed isr time to Last Crank Re-Sync Time
Crank_Speed_Count,,0x01819B1A,2,UNITLESS,1,number of speed interrupts before extra cam pulse should occur
Crank_Sync_Determination_Count,,0x0181940A,2,UNITLESS,1,Number of speed interrupts before cam pulse count is checked
Crank_Sync_Error_Count,CSCKERCU,0x01819C04,2,CNTS,1,[CSCKERCU] Incremented 6/cam when crank not synched
Crank_Sync_Fail_Count,CSCKFXCU,0x0181940C,2,CNTS,1,[CSCKFXCU] Threshold at which crank sensor no longer used
Crank_Sync_Max_Count,CSCKMXCU,0x0181940E,2,CNTS,1,[CSCKMXCU] limit on crank sync error count
Crank_Sync_State,CRSYSS,0x01819C06,2,UNITLESS,7,"[CRSYSS] Crank_Sync_State: 0=No Sync,1=Have Sync,2=Lost Sync on Crank,3=Start Sync."
Crank_Sync_Tooth,,0x01819410,1,UNITLESS,1,Crank tooth number on which speed measurement is synced
Crank_Teeth_Per_Cam_Measure,,0x01819411,1,UNITLESS,1,crank teeth between cam targets
Crank_Wet_Stack_Timing,CKWSTA,0x01105E0A,2,CRANK_DEG_BTDC,0.1171875,[CKWSTA] WET STACK TIMING OUTPUTED BY CRANK
Cruise_AD_Learned,,0x018B0D00,2,UNITLESS,1,Cruise learning parameter;=1 if learned;saved at powerdown
Cruise_Accel_Ramp,,0x01118F00,2,MPH,0.10,RATE OF INCREMENT IN CRUISE CONTROL REFERENCE IF IN ACCEL
Cruise_Allow_Droops,,0x01118700,2,UNITLESS,1,STATUS OF CRUISE DROOP STATE MACHINE
Cruise_As_Command,,0x01118406,2,UNITLESS,1,Cruise_As_Command. Application specific flag for enabling/disabling cruise
Cruise_BDG,,0x01118702,2,MPH/MM3S,0.00005615225,SLOPE OF THE BOTTOM DROOP LINE PASSED TO THE DESIRED_CC FUELING PROCEDURE.
Cruise_BDO,,0x01118704,2,MM3S,0.06793478400,CRUISE BOTTOM DROOP OFFSET PASSED TO THE DESIRED_CC FUELING PROCEDURE.
Cruise_Bottom_Droop_Gain,,0x01118706,2,MPH/MM3S,0.00005615225,SLOPE OF THE BOTTOM DROOP LINE CALCULATED IN CC/RSG DROOP
Cruise_Bottom_Droop_Width,,0x01118502,2,MPH,0.00390625,BOTTOM DROOP WIDTH FOR CRUISE CONTROL.
Cruise_Brake_Derivative_Gain,,0x0112CA04,2,%BRAKE/MPH/SEC,0.0078125,The value which causes one add'n'l brake to be applied at a given acceleration.
Cruise_Brake_Enable,CREBEN,0x01106B0E,2,UNITLESS,8000,[CREBEN] BIT 5 OF 0-15. CRUISE BRAKE CONTROL ENABLE/DISABLE PARAMETER
Cruise_Brake_Hysteresis,,0x0112CA06,2,MPH,0.0078125,The minimum speed loss required to reduce e-brake by one level.
Cruise_Brake_Speed_Threshold,,0x0112CA00,2,MPH,0.0078125,The value above set speed where e-brakes will turn off regardless of hysteresis
Cruise_Brake_Start_Level,,0x0112CA02,2,%BRAKE,1.0,The point on the % braking axis where engine braking will begin.
Cruise_Bump_Down_Step,,0x01118F02,2,MPH,0.00390625,ADJUSTMENT IN CRUISE REFERENCE THAT IS TO BE MADE IF FOR A BUMP DOWN
Cruise_Bump_Up_Step,,0x01118F04,2,MPH,0.00390625,ADJUSTMENT IN CRUISE REFERENCE THAT IS TO BE MADE IF FOR A BUMP UP
Cruise_Bump_Up_Step_Adjust,,0x018B1202,2,UNITLESS,0.00390625,Adjustment to the CC selected fueling handoff bump value.
Cruise_Coast_Ramp,,0x01118F06,2,MPH,0.10,RATE IN DECREMENT IN CRUISE CONTROL REFERENCE IF CRUISE IS IN COAST
Cruise_Command_Mode,,0x01118402,2,UNITLESS,1,Cruise Command Mode (off/set/resume/coast/accel/bump down/bump up/hold/cancel)
Cruise_Control_AR_Enable,AREN,0x01106B26,2,UNITLESS,800,[AREN] BIT 11 OF 0-15. CRUISE CONTROL AUTO RESUME ENABLE/DISABLE PARAMETER
Cruise_Control_AR_Flag,,0x01118400,2,UNITLESS,1,Cruise Control Auto Resume Flag (inactive/active/pre_active/resume/after_test)
Cruise_Control_AR_Gear_Ratio,,0x01118404,2,UNITLESS,0.00048828125,Gear Ratio in cruise before gear change
Cruise_Control_EB_Level,,0x01118100,2,%,1.0,EB level commanded by cruise control algorithm.
Cruise_Control_Enable,CRAGEN,0x01106B08,2,UNITLESS,40,[CRAGEN] Bit 6 of 0-15. status indicator which enables/disables cruise control
Cruise_Control_RSG_Fueling,,0x01118A00,2,MM3S,0.06793478400,CRUISE CONTROL RSG FUELING
Cruise_Control_Reference_Speed,CRRF,0x01117D02,2,MPH,0.00390625,[CRRF] Cruise Control reference speed input
Cruise_Control_Reference_Speed_Old,,0x01119000,2,MPH,0.00390625,CRUISE CONTROL REFERENCE SPEED USED BY CC/EBRAKE ALGORITHM
Cruise_Control_Status,CRSS,0x01117D00,2,UNITLESS,1,[CRSS] Status of the Cruise Control as dictated by the switches
Cruise_Control_Switch_Mux,,0x0115155E,2,UNITLESS,1.0,Cruise_Control_Switch_Mux raw value linearized and filtered
Cruise_Control_Switch_Mux_AD_Enable,,0x01153204,2,UNITLESS,8000,Enable bit for the Cruise_Control_Switch_Mux sensor.
Cruise_Control_Switch_Mux_Fault_Clear,,0x018A160E,2,CNTS,1.0,Cruise_Control_Switch_Mux_Fault_Count when error cleared
Cruise_Control_Switch_Mux_Fault_Count,,0x018A1704,2,CNTS,1.0,Cruise_Control_Switch_Mux out of range error count
Cruise_Control_Switch_Mux_Fault_Decrement,,0x018A160A,2,CNTS,1.0,Cruise_Control_Switch_Mux decrement value for setting error
Cruise_Control_Switch_Mux_Fault_Increment,,0x018A1608,2,CNTS,1.0,Cruise_Control_Switch_Mux increment value for setting error
Cruise_Control_Switch_Mux_Fault_Set,,0x018A160C,2,CNTS,1.0,Cruise_Control_Switch_Mux_Fault_Count when error set
Cruise_Control_Switch_Mux_Filter_Constant,,0x018A1600,2,UNITLESS,0.0000152587890,Cruise_Control_Switch_Mux AD Filter Constant
Cruise_Control_Switch_Mux_Global_Default,,0x018A1602,2,UNITLESS,1.0,Cruise_Control_Switch_Mux AD global default value
Cruise_Control_Switch_Mux_High_Error,,0x0110362E,2,UNITLESS,0020,Cruise_Control_Switch_Mux High Error Indication
Cruise_Control_Switch_Mux_High_Limit,,0x018A1604,2,CNTS,1.0,Cruise_Control_Switch_Mux high limit for the raw value
Cruise_Control_Switch_Mux_Init_Default,,0x018B2B04,2,UNITLESS,8000,Raw or default init bit for the Cruise_Control_Switch_Mux sensor.
Cruise_Control_Switch_Mux_Is_Refreshed,,0x01156004,2,UNITLESS,8000,Cruise_Control_Switch_Mux raw data refreshed flag.
Cruise_Control_Switch_Mux_Low_Error,,0x0110362E,2,UNITLESS,0040,Cruise_Control_Switch_Mux Low Error Indication
Cruise_Control_Switch_Mux_Low_Limit,,0x018A1606,2,CNTS,1.0,Cruise_Control_Switch_Mux low limit for the raw value
Cruise_Control_Switch_Mux_Map,,0x01151F5E,2,UNITLESS,1.0,Cruise_Control_Switch_Mux mapping index to HW channel
Cruise_Control_Switch_Mux_Override,,0x01153304,2,UNITLESS,8000,Filtered value override bit for the Cruise_Control_Switch_Mux sensor.
Cruise_Control_Switch_Mux_Priority,,0x018A1708,1,UNITLESS,1.0,Cruise_Control_Switch_Mux mux override priority
Cruise_Control_Switch_Mux_Ratio_Supply_ID,,0x01193A5E,2,UNITLESS,1.0,Cruise_Control_Switch_Mux mapping index to Sensor Supply ID
Cruise_Control_Switch_Mux_Raw,,0x018A1700,2,CNTS,1.0,Cruise_Control_Switch_Mux sampled raw value
Cruise_Control_Switch_Mux_Raw_Adjusted,,0x018A170A,2,CNTS,1.0,Cruise_Control_Switch_Mux adjusted raw value
Cruise_Control_Switch_Mux_Raw_Override,,0x01153404,2,UNITLESS,8000,Enable bit for the Cruise_Control_Switch_Mux sensor.
Cruise_Control_Switch_Mux_Raw_Priority,,0x0115202F,1,UNITLESS,1.0,Cruise_Control_Switch_Mux current raw override priority
Cruise_Control_Switch_Mux_Raw_User_Value,,0x0115295E,2,UNITLESS,1.0,Cruise_Control_Switch_Mux raw override user value
Cruise_Control_Switch_Mux_Unfiltered,,0x018A1702,2,UNITLESS,1.0,Cruise_Control_Switch_Mux raw value linearized but unfiltered
Cruise_Control_Switch_Mux_User_Value,,0x018A1706,2,UNITLESS,1.0,Cruise_Control_Switch_Mux Filtered Value User Value
Cruise_Control_Switch_Mux_X_Axis,,0x018A1800,2,CNTS,1.0,Cruise_Control_Switch_Mux AD Breakpoint Table
Cruise_Control_Switch_Mux_Y_Axis,,0x018A1900,2,UNITLESS,1.0,Cruise_Control_Switch_Mux Lookup Output Table
Cruise_Cutout_Status,,0x018A0F06,2,UNITLESS,1.0,Cruise Cutout Status (RD/DIS/MUX/VSS/BKER/OFF/BK/CAN/RS/RPM/NV/CLU/PN/RDY)
Cruise_Denied_Status,,0x018A0F08,2,UNITLESS,1.0,Cruise Denied Status (RD/DIS/MUX/VSS/BKER/OFF/BK/CAN/RS/RPM/NV/CLU/PN/RDY)
Cruise_Driver_Error_Count,,0x01104208,2,CNTS,1,NUMBER OF AUX. DRIVER ERRORS THAT MUST BE SEEN BEFORE THE DRIVER IS TOGGLED
Cruise_Driver_Recover_Count,,0x0110420A,2,CNTS,1.0,Enhanced Diag: number good samples before recovery of aux driver error
Cruise_EB_Max_Braking_Speed_Delta,,0x0112CF02,2,MPH,0.0078125,The point on the speed axis where e-brake will be at 100% braking.
Cruise_EB_Max_Decel,,0x0112CA08,2,MPH/SEC,0.0078125,The deceleration value where e-braking will be removed.
Cruise_EB_Minimum_Braking_Speed,,0x01118A16,2,MPH,0.00390625,maximum preset speed for cruise used to prevent EB oscilations
Cruise_EB_Start_Braking_Speed_Delta,,0x0112CF04,2,MPH,0.0078125,The point on the speed axis where e-brake will start braking.
Cruise_Limit_To_RSG_Reference,,0x018B8A02,2,UNITLESS,1.0,"If enabled, Crusie_Max_Road_Speed limited to RSG_Reference_Speed"
Cruise_Max_RPM,,0x018A0E04,2,RPM,0.125,RPM must be < for cruise to be active
Cruise_Max_Road_Speed,CRMXRZ,0x01117F10,2,MPH,0.00390625,"[CRMXRZ] MAX ALLOWABLE CC REFERENCE SPEED ALLOWED, after DR adjustment"
Cruise_Max_Road_Speed_Trim,CRMXRZTN,0x01118002,2,MPH,0.00390625,[CRMXRZTN] MAXIMUM ALLOWABLE CRUISE CONTROL REFERENCE SPEED ALLOWED
Cruise_Min_Coast_Speed,,0x01118F08,2,MPH,0.00390625,CRUISE CONTROL REFERENCE CAN BE DECREASED TO THIS SPEED DURING COAST AND BUMP D
Cruise_Min_RPM,,0x018A0E12,2,RPM,0.125,ENGINE SPEED ABOVE WHICH CRUISE CONTROL IS ALLOWED
Cruise_Min_Road_Speed,CRMNRUVS,0x01117E00,2,MPH,0.00390625,[CRMNRUVS] MINIMUM VEHICLE SPEED AT WHICH CRUISE CONTROL MAY REACTIVATE ON RESUME
Cruise_Min_Set_Speed,,0x01118F0A,2,MPH,0.00390625,MINIMUM ALLOWABLE CRUISE CONTROL REFERENCE SPEED
Cruise_N_V_Calc_Filter_Constant,,0x018A0E0C,2,UNITLESS,0.0000152588,Engine Speed / Vehicle Speed ratio filter time constant
Cruise_N_V_Max,,0x018A0E0E,2,RPM/SEC,0.125,Engine Speed / Vehicle Speed ratio must be < for cruise to be active
Cruise_N_V_Min,,0x018A0E10,2,RPM/SEC,0.125,Engine Speed / Vehicle Speed ratio must be > for cruise to be active
Cruise_N_V_Ratio,,0x018A0F02,2,RPM/SEC,0.125,Engine Speed / Vehicle Speed ratio calculated for cruise control
Cruise_N_V_Ratio_Int,,0x018A0F00,2,RPM/SEC,0.125,Engine Speed/Vehicle Speed ratio integrator for cruise control
Cruise_N_V_Ratio_Int_Clear_Count,,0x018A0E06,2,CNTS,1.0,Number of executions without ratio change before integrator clears
Cruise_N_V_Ratio_Int_Clear_Level,,0x018A0E08,2,RPM/SEC,0.125,Level below which a difference in ratio is considered no change
Cruise_N_V_Ratio_Int_Tolerance,,0x018A0E0A,2,RPM/SEC,0.125,Level at which N_V Ratio integrator will cause a kick out
Cruise_OOG_ES_Inactivated,,0x01118408,2,HEX,1,indicates if cruise was inactived due to OOG or low rpm
Cruise_On_Switch_Mux,,0x018A0F04,2,UNITLESS,1.0,Cruise Main On/Off Switch value for Chrysler
Cruise_On_Switch_Source_Address_Enable,MXCRONSA,0x0112E817,1,HEX,1.0,[MXCRONSA] Source Address allowed for MUXing Cruise On Switch parameter
Cruise_Out_Of_Gear_Disable,,0x01118F0C,2,HEX,1,If enabled then it disables cruise when an out of gear situation is detected
Cruise_RSG_Bottom_Droop_Offset,,0x01118600,2,MM3S,0.06793478400,CRUISE/RSG BOTTOM DROOP OFFSET.
Cruise_RSG_Calculate_Bumpless,,0x01118708,2,UNITLESS,1,FLAG INDICATING CRUISE GOVERNOR SHALL PERFORM A BUMPLESS GAIN/DROOP TRANSITION
Cruise_RSG_Derivative_Filter_C1,,0x01118904,2,UNITLESS,1.52590E-05,"2nd order derivative filter in cc/rsg gov., coefficient 1"
Cruise_RSG_Derivative_Filter_C3,,0x01118906,2,UNITLESS,1.52590E-05,"2nd order derivative filter in cc/rsg gov., coefficient 3"
Cruise_RSG_Derivative_Fuel,,0x01118A02,2,MM3S,0.06793478400,THE CURRENT DERIVATIVE FUELING OF THE CRUISE / RSG.
Cruise_RSG_Derivative_Gain,,0x0111870A,2,MM3S*SEC/RPM,0.00030155600,PARAMETER INDICATING THE CURRENT DERIVATIVE GAIN THE CRUISE / RSG IS USING.
Cruise_RSG_Derivative_Gain_Cal,,0x0111860A,2,MM3S*SEC/RPM,0.00030155600,THE DERIVATIVE GAIN OF THE CRUISE / RSG CALIBRATION.
Cruise_RSG_Derivative_Gain_Cal2,,0x01118620,2,MM3S*SEC/RPM,0.00030155600,Derivative Gain for Cruise/RSG during large tracking error
Cruise_RSG_Derivative_Gain_Cal3,,0x0111862E,2,MM3S*SEC/RPM,0.00030155600,THE DERIVATIVE GAIN OF THE CRUISE / RSG CALIBRATION.
Cruise_RSG_Diff_Path_Max,,0x01118908,2,RPM,0.006875,Max limit on the output off the differential path in the cc/rsg gov.
Cruise_RSG_Diff_Path_Min,,0x0111890A,2,RPM,0.006875,Min limit on the output of the differential path in the cc/rsg gov.
Cruise_RSG_Driveline_Filter_C1,,0x0111890C,2,UNITLESS,1.52590E-05,"2nd order driveline filter in cc/rsg gov., coefficient 1"
Cruise_RSG_Driveline_Filter_C3,,0x0111890E,2,UNITLESS,1.52590E-05,"2nd order driveline filter in cc/rsg gov., coefficient 3"
Cruise_RSG_Droop_Enable,CRDPEN,0x01106B08,2,UNITLESS,400,[CRDPEN] Bit 10 of 0-15. BIT 10 IS CRUISE_RSG_DROOP_ENABLE
Cruise_RSG_Droop_Fueling_Filter_Constant,,0x0111860E,2,UNITLESS,1.5259E-05,time constant of fueling filter used in CC/RSG droop calculation
Cruise_RSG_Droop_Reference_Speed,,0x01118616,2,MPH,0.00390625,Reference speed used when calculating CC and RSG upper droops on power-up
Cruise_RSG_Error,,0x01118A04,2,MPH,0.00390625,CRUISE / RSG ERROR WITHOUT DROOP CONTRIBUTION
Cruise_RSG_Error_After_Droop,,0x01118A06,2,MPH,0.00390625,CRUISE RSG ERROR AFTER DROOP
Cruise_RSG_Error_Delta,,0x0111870C,2,MPH,0.00390625,AMOUNT THE CRUISE/RSG MPH ERROR SIGNAL IS MODIFIED TO FORM THE DROOP CURVES.
Cruise_RSG_Error_Delta_HL,,0x01118618,2,MPH,0.00390625,High limit for Cruise_RSG_Error_Delta
Cruise_RSG_Error_Delta_LL,,0x0111861A,2,MPH,0.00390625,Low limit for Cruise_RSG_Error_Delta
